155,12,5,2001,1,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,2,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,3,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,4,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,5,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,6,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,7,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,8,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,9,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,10,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,11,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,12,rice,SVIN280,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,96,1340,45
155,12,5,2001,1,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,2,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,3,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,4,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,5,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,6,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,7,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,8,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,9,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,10,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,11,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,12,rice,SVIN263,90,120,https://sorasystem.sirv.com/cards/ricefarmer.jpg,90,1450,35
155,12,5,2001,1,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,2,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,3,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,4,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,5,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,6,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,7,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,8,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,9,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,10,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,11,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600
155,12,5,2001,12,rice,arabica,132,160,https://sorasystem.sirv.com/cards/coffee.jpg,90,1,600